CPV_def;CPV_Descripcion;Tipo_de_contrato
50511000;Servicios de reparación y mantenimiento de bombas;Servicios
50511100;Servicios de reparación y mantenimiento de bombas para líquidos;Servicios
50511200;Servicios de reparación y mantenimiento de bombas de gas;Servicios
50512000;Servicios de reparación y mantenimiento de válvulas;Servicios
50513000;Servicios de reparación y mantenimiento de grifos;Servicios
50514000;Servicios de reparación y mantenimiento de contenedores metálicos;Servicios
50514100;Servicios de reparación y mantenimiento de cisternas;Servicios
50514200;Servicios de reparación y mantenimiento de depósitos;Servicios
50514300;Servicios de reparación del revestimiento de los tubos de encamisado;Servicios
50530000;Servicios de reparación y mantenimiento de maquinaria;Servicios
50531000;Servicios de reparación y mantenimiento de maquinaria no eléctrica;Servicios
50531100;Servicios de reparación y mantenimiento de calderas;Servicios
50531200;Servicios de mantenimiento de aparatos de gas;Servicios
50531300;Servicios de reparación y mantenimiento de compresores;Servicios
50531400;Servicios de reparación y mantenimiento de grúas;Servicios
50531500;Servicios de reparación y mantenimiento de grúas derrick;Servicios
50531510;Servicios de desmontaje de torres de perforación;Servicios
50532000;Servicios de reparación y mantenimiento de maquinaria eléctrica, aparatos y equipo asociado;Servicios
50532100;Servicios de reparación y mantenimiento de motores eléctricos;Servicios
50532200;Servicios de reparación y mantenimiento de transformadores;Servicios
50532300;Servicios de reparación y mantenimiento de generadores;Servicios
50532400;Servicios de reparación y mantenimiento de equipos de distribución eléctrica;Servicios
50600000;Servicios de reparación y mantenimiento de materiales de seguridad y defensa;Servicios
50610000;Servicios de reparación y mantenimiento de equipos de seguridad;Servicios
50620000;Servicios de reparación y mantenimiento de armas de fuego y munición;Servicios
50630000;Servicios de reparación y mantenimiento de vehículos militares;Servicios
50640000;Servicios de reparación y mantenimiento de buques de guerra;Servicios
50650000;Servicios de reparación y mantenimiento de aeronaves militares, misiles y naves espaciales;Servicios
50660000;Servicios de reparación y mantenimiento de sistemas electrónicos militares;Servicios
50700000;Servicios de reparación y mantenimiento de equipos de edificios;Servicios
50710000;Servicios de reparación y mantenimiento de equipos eléctricos y mecánicos de edificios;Servicios
50711000;Servicios de reparación y mantenimiento de equipos eléctricos de edificios;Servicios
50712000;Servicios de reparación y mantenimiento de equipos mecánicos de edificios;Servicios
50720000;Servicios de reparación y mantenimiento de calefacción central;Servicios
50721000;Puesta a punto de instalaciones de calefacción;Servicios
50730000;Servicios de reparación y mantenimiento de grupos refrigeradores;Servicios
50740000;Servicios de reparación y mantenimiento de escaleras mecánicas;Servicios
50750000;Servicios de mantenimiento de ascensores;Servicios
50760000;Reparación y mantenimiento de aseos públicos;Servicios
50800000;Servicios varios de reparación y mantenimiento;Servicios
50810000;Servicios de reparación de joyería;Servicios
50820000;Servicios de reparación de artículos personales de cuero;Servicios
50821000;Servicios de reparación de botas;Servicios
50822000;Servicios de reparación de zapatos;Servicios
50830000;Servicios de reparación de ropa y tejidos;Servicios
50840000;Servicios de reparación y mantenimiento de armas y sistemas de armas;Servicios
50841000;Servicios de reparación y mantenimiento de armas;Servicios
50842000;Servicios de reparación y mantenimiento de sistemas de armas;Servicios
50850000;Servicios de reparación y mantenimiento de mobiliario;Servicios
50860000;Servicios de reparación y mantenimiento de instrumentos musicales;Servicios
50870000;Servicios de reparación y mantenimiento de equipos de terrenos de juegos;Servicios
50880000;Servicios de reparación y mantenimiento de equipos de hostelería y restaurante;Servicios
50881000;Servicios de reparación y mantenimiento de equipo de hostelería;Servicios
50882000;Servicios de reparación y mantenimiento de equipo de restaurante;Servicios
50883000;Servicios de reparación y mantenimiento de equipo de catering;Servicios
50884000;Servicios de reparación y mantenimiento de equipo de camping;Servicios
51000000;Servicios de instalación (excepto software);Servicios
51100000;Servicios de instalación de equipos eléctrico y mecánico;Servicios
51110000;Servicios de instalación de equipo eléctrico;Servicios
51111000;Servicios de instalación de motores eléctricos, generadores y transformadores;Servicios
51111100;Servicios de instalación de motores eléctricos;Servicios
51111200;Servicios de instalación de generadores;Servicios
51111300;Servicios de instalación de transformadores;Servicios
51112000;Servicios de instalación de equipos de distribución y de control de electricidad;Servicios
51112100;Servicios de instalación de equipos de distribución de electricidad;Servicios
51112200;Servicios de instalación de equipos de control de electricidad;Servicios
51120000;Servicios de instalación de equipos mecánicos;Servicios
51121000;Servicios de instalación de aparatos de ejercicio físico;Servicios
51122000;Servicios de instalación de mástiles de bandera;Servicios
51130000;Servicios de instalación de generadores de vapor, turbinas, compresores y quemadores;Servicios
51131000;Servicios de instalación de generadores de vapor;Servicios
51133000;Servicios de instalación de turbinas;Servicios
51133100;Servicios de instalación de turbinas de gas;Servicios
51134000;Servicios de instalación de compresores;Servicios
51135000;Servicios de instalación de hornos;Servicios
51135100;Servicios de instalación de quemadores;Servicios
51135110;Servicios de instalación de incineradores de residuos;Servicios
51140000;Servicios de instalación de motores;Servicios
51141000;Servicios de instalación de motores de gasolina;Servicios
51142000;Servicios de instalación de motores diésel;Servicios
51143000;Servicios de instalación de motores de ferrocarril;Servicios
51144000;Servicios de instalación de motores de vehículos;Servicios
51145000;Servicios de instalación de motores marinos;Servicios
51146000;Servicios de instalación de motores de aeronaves;Servicios
51200000;Servicios de instalación de equipos de medida, verificación, pruebas y navegación;Servicios
51210000;Servicios de instalación de equipo de medida;Servicios
51211000;Servicios de instalación de equipo de cronomedición;Servicios
51212000;Servicios de instalación de equipos de registro de asistencia;Servicios
51213000;Servicios de instalación de equipos de control horario (fechadores y contadores);Servicios
51214000;Servicios de instalación de equipos de parquímetros;Servicios
51215000;Servicios de instalación de equipos meteorológicos;Servicios
51216000;Servicios de instalación de equipos geológicos;Servicios
51220000;Servicios de instalación de equipo de verificación;Servicios
51221000;Servicios de instalación de dispositivos de facturación automática en aeropuertos;Servicios
51230000;Servicios de instalación de equipo de pruebas;Servicios
51240000;Servicios de instalación de equipo de navegación;Servicios
51300000;Servicios de instalación de equipos de comunicaciones;Servicios
51310000;Servicios de instalación de equipos de radio, televisión, sonido y vídeo;Servicios
51311000;Servicios de instalación de equipo de radio;Servicios
51312000;Servicios de instalación de equipo de televisión;Servicios
51313000;Servicios de instalación de equipo de sonido;Servicios
51314000;Servicios de instalación de equipo de vídeo;Servicios
51320000;Servicios de instalación de transmisores de radio y televisión;Servicios
51321000;Servicios de instalación de radiotransmisores;Servicios
51322000;Servicios de instalación de transmisores de televisión;Servicios
51330000;Servicios de instalación de aparatos de radiotelefonía;Servicios
51340000;Servicios de instalación de equipo de telefonía por hilo;Servicios
51350000;Servicios de instalación de equipo de telegrafía por hilo;Servicios
51400000;Servicios de instalación de equipo médico y quirúrgico;Servicios
51410000;Servicios de instalación de equipo médico;Servicios
51411000;Servicios de instalación de equipos de imaginería;Servicios
51412000;Servicios de instalación de equipos de odontología y sus especialidades;Servicios
51413000;Servicios de instalación de equipos de radioterapia;Servicios
51414000;Servicios de instalación de equipos de mecanoterapia;Servicios
51415000;Servicios de instalación de equipos de electroterapia;Servicios
51416000;Servicios de instalación de equipos de fisioterapia;Servicios
51420000;Servicios de instalación de equipo quirúrgico;Servicios
51430000;Servicios de instalación de equipo técnico de laboratorio;Servicios
51500000;Servicios de instalación de maquinaria y equipos;Servicios
51510000;Servicios de instalación de maquinaria y equipos de uso general;Servicios
51511000;Servicios de instalación de equipos de elevación y de manipulación, excepto ascensores y escaleras mecánicas;Servicios
51511100;Servicios de instalación de equipos de elevación;Servicios
51511110;Servicios de instalación de grúas;Servicios
51511200;Servicios de instalación de equipos de manipulación;Servicios
51511300;Servicios de instalación de equipos suspendidos de acceso;Servicios
51511400;Servicios de instalación de equipos transportadores automáticos;Servicios
51514000;Servicios de instalación de maquinaria diversa de uso general;Servicios
51514100;Servicios de instalación de maquinaria y aparatos para filtrar o depurar líquidos;Servicios
51514110;Servicios de instalación de maquinaria y aparatos para filtrar o depurar agua;Servicios
51520000;Servicios de instalación de maquinaria agrícola y forestal;Servicios
51521000;Servicios de instalación de maquinaria agrícola;Servicios
51522000;Servicios de instalación de maquinaria forestal;Servicios
51530000;Servicios de instalación de máquinas herramienta;Servicios
51540000;Servicios de instalación de maquinaria y equipos para usos especiales;Servicios
51541000;Servicios de instalación de maquinaria para extracción, construcción y metalurgia;Servicios
51541100;Servicios de instalación de maquinaria para la minería;Servicios
51541200;Servicios de instalación de maquinaria para explotación de canteras;Servicios
51541300;Servicios de instalación de maquinaria para la construcción;Servicios
51541400;Servicios de instalación de maquinaria para la metalurgia;Servicios
51542000;Servicios de instalación de maquinaria para la elaboración de alimentos, bebidas y tabaco;Servicios
51542100;Servicios de instalación de maquinaria para la elaboración de alimentos;Servicios
51542200;Servicios de instalación de maquinaria para la elaboración de bebidas;Servicios
51542300;Servicios de instalación de maquinaria para la elaboración de tabaco;Servicios
51543000;Servicios de instalación de maquinaria para la producción de textiles, prendas de vestir y cuero;Servicios
51543100;Servicios de instalación de maquinaria para la producción de textiles;Servicios
51543200;Servicios de instalación de maquinaria para la producción de prendas de vestir;Servicios
51543300;Servicios de instalación de maquinaria para la producción de cuero;Servicios
51543400;Servicios de instalación de máquinas para lavar y para secar ropa y máquinas para limpieza en seco;Servicios
51544000;Servicios de instalación de maquinaria para la producción de papel y cartón;Servicios
51544100;Servicios de instalación de maquinaria para la producción de papel;Servicios
51544200;Servicios de instalación de maquinaria para la producción de cartón;Servicios
51545000;Servicios de instalación de buzones de exterior;Servicios
51550000;Servicios de instalación de sistemas de armas;Servicios
51600000;Servicios de instalación de ordenadores y equipo de oficina;Servicios
51610000;Servicios de instalación de ordenadores y de equipo para procesamiento de la información;Servicios
51611000;Servicios de instalación de ordenadores;Servicios
51611100;Servicios de instalación de equipo informático;Servicios
51611110;Servicios de instalación de pantallas o paneles de anuncios de salidas y llegadas para aeropuertos;Servicios
51611120;Servicios de instalación de pantallas o paneles de anuncios de salidas y llegadas para estaciones de tren;Servicios
51612000;Servicios de instalación de equipo para procesamiento de la información;Servicios
51620000;Servicios de instalación de equipo de oficina;Servicios
51700000;Servicios de instalación de equipos de protección contra incendios;Servicios
51800000;Servicios de instalación de recipientes de metal;Servicios
51810000;Servicios de instalación de cisternas;Servicios
51820000;Servicios de instalación de depósitos;Servicios
51900000;Servicios de instalación de sistemas de guía y control;Servicios
55000000;Servicios comerciales al por menor de hostelería y restauración;Servicios
55100000;Servicios de hostelería;Servicios
55110000;Servicios de alojamiento hotelero;Servicios
55120000;Servicios de reuniones y congresos en hoteles;Servicios
55130000;Otros servicios hoteleros;Servicios
55200000;Zonas de acampada y otros alojamientos no hoteleros;Servicios
55210000;Servicios de albergues juveniles;Servicios
55220000;Servicios para acampada;Servicios
55221000;Servicios para acampada con caravana;Servicios
55240000;Servicios de centros de vacaciones y hogares de vacaciones;Servicios
55241000;Servicios de centros de vacaciones;Servicios
55242000;Servicios de hogares de vacaciones;Servicios
55243000;Servicios de colonias de vacaciones para niños;Servicios
55250000;Servicios de arrendamiento de alojamiento amueblado de corta duración;Servicios
55260000;Servicios de coches cama;Servicios
55270000;Servicios prestados por establecimientos de alojamiento que ofrecen cama y desayuno;Servicios
55300000;Servicios de restaurante y de suministro de comidas;Servicios
55310000;Servicios de camareros de restaurante;Servicios
55311000;Servicios de camareros de restaurante para clientela restringida;Servicios
55312000;Servicios de camareros de restaurante para clientela en general;Servicios
55320000;Servicios de suministro de comidas;Servicios
55321000;Servicios de preparación de comidas;Servicios
55322000;Servicios de elaboración de comidas;Servicios
55330000;Servicios de cafetería;Servicios
55400000;Servicios de suministro de bebidas;Servicios
55410000;Servicios de gestión de bares;Servicios
55500000;Servicios de cantina y de suministros de comidas desde el exterior;Servicios
55510000;Servicios de cantina;Servicios
55511000;Servicios de cantina y otros servicios de cafetería para clientela restringida;Servicios
55512000;Servicios de gestión de cantina;Servicios
55520000;Servicios de suministro de comidas desde el exterior;Servicios
55521000;Servicios de suministro de comidas para particulares;Servicios
55521100;Servicios de entrega de comidas a domicilio;Servicios
55521200;Servicios de entrega de comidas;Servicios
55522000;Servicios de suministro de comidas para empresas de transporte;Servicios
55523000;Servicios de suministro de comidas para otras empresas e instituciones;Servicios
55523100;Servicios de comidas para escuelas;Servicios
55524000;Servicios de suministro de comidas para escuelas;Servicios
55900000;Servicios comerciales al por menor;Servicios
60000000;Servicios de transporte (excluido el transporte de residuos);Servicios
60100000;Servicios de transporte por carretera;Servicios
60112000;Servicios de transporte por la vía pública;Servicios
60120000;Servicios de taxi;Servicios
60130000;Servicios especiales de transporte de pasajeros por carretera;Servicios
60140000;Transporte no regular de pasajeros;Servicios
60150000;Transporte de pasajeros en vehículos de tracción animal;Servicios
60160000;Transporte de correspondencia por carretera;Servicios
60161000;Servicios de transporte de paquetes;Servicios
60170000;Alquiler de vehículos para el transporte de pasajeros con conductor;Servicios
60171000;Alquiler de automóviles de pasajeros con conductor;Servicios
60172000;Alquiler de autobuses y autocares con conductor;Servicios
60180000;Alquiler de vehículos de transporte de mercancías con conductor;Servicios
60181000;Alquiler de camiones con conductor;Servicios
60182000;Alquiler de vehículos industriales con conductor;Servicios
60183000;Alquiler de camionetas con conductor;Servicios
60200000;Servicios de transporte ferroviario;Servicios
60210000;Servicios de transporte público por ferrocarril;Servicios
60220000;Transporte de correspondencia por ferrocarril;Servicios
60300000;Servicios de transporte por tuberías;Servicios
60400000;Servicios de transporte aéreo;Servicios
60410000;Servicios de transporte aéreo regular;Servicios
60411000;Servicios de transporte de correo aéreo regular;Servicios
60420000;Servicios de transporte aéreo no regular;Servicios
60421000;Servicios de transporte de correo aéreo no regular;Servicios
60423000;Servicios chárter;Servicios
60424000;Alquiler de medios de transporte aéreo con tripulación;Servicios
60424100;Alquiler de aeronaves con tripulación;Servicios
60424110;Alquiler de aeronaves de ala fija con tripulación;Servicios
60424120;Alquiler de helicópteros con tripulación;Servicios
60440000;Servicios aéreos y servicios conexos;Servicios
60441000;Servicios de pulverización aérea;Servicios
60442000;Servicios de extinción aérea de incendios forestales;Servicios
60443000;Servicios de rescate aéreo;Servicios
60443100;Servicios de rescate aéreo-marítimo;Servicios
60444000;Servicios de explotación de aeronaves;Servicios
60444100;Servicios de piloto;Servicios
60445000;Servicios de operación de aeronaves;Servicios
60500000;Servicios de transporte espacial;Servicios
60510000;Servicios de lanzamiento de satélites;Servicios
60520000;Servicios de carga útil experimental;Servicios
60600000;Servicios de transporte por vías navegables;Servicios
60610000;Servicios de transporte en transbordador;Servicios
60620000;Transporte de correspondencia por vías navegables;Servicios
60630000;Servicios de embarcaciones para tendido de cables;Servicios
60640000;Transportes marítimos;Servicios
60650000;Alquiler de medios de transporte por vías navegables con tripulación;Servicios
60651000;Alquiler de embarcaciones con tripulación;Servicios
60651100;Alquiler de embarcaciones de navegación marítima, con tripulación;Servicios
60651200;Alquiler de barcos de navegación interior con tripulación;Servicios
60651300;Servicios de buques anticontaminantes;Servicios
60651400;Servicios de buques de cargas pesadas;Servicios
60651500;Servicios de buques de socorro;Servicios
60651600;Servicios de embarcaciones de suministro en alta mar;Servicios
60653000;Alquiler de barcos con tripulación;Servicios
63000000;"Servicios de transporte complementarios y auxiliares; servicios de agencias de viajes";Servicios
63100000;Servicios de carga, descarga y almacenamiento;Servicios
63110000;Servicios de manipulación de la carga;Servicios
63111000;Servicios de carga y descarga de contenedores;Servicios
63112000;Servicios de manipulación de equipajes;Servicios
63112100;Servicios de manipulación de equipajes de pasajeros;Servicios
63112110;Servicios de recogida de equipaje;Servicios
63120000;Servicios de almacenamiento y depósito;Servicios
63121000;Servicios de almacenamiento y recuperación;Servicios
63121100;Servicios de almacenamiento;Servicios
63121110;Servicios de almacenamiento de gas;Servicios
63122000;Servicios de depósito;Servicios
63500000;Servicios de agencia de viajes, operadores turísticos y asistencia al turista;Servicios
63510000;Servicios de agencias de viajes y servicios similares;Servicios
63511000;Organización de viajes combinados;Servicios
63512000;Servicios de venta de billetes y de viajes combinados;Servicios
63513000;Servicios de información turística;Servicios
63514000;Servicios de guías de turismo;Servicios
63515000;Servicios de viajes;Servicios
63516000;Servicios de gestión de viajes;Servicios
63520000;Servicios de compañía de transporte;Servicios
63521000;Servicios de compañía de transporte de carga;Servicios
63522000;Servicios de corretaje marítimo;Servicios
63523000;Servicios de agencias portuarias y expedidoras;Servicios
63524000;Servicios de preparación de documentos de transporte;Servicios
63700000;Servicios complementarios para el transporte terrestre, marítimo y aéreo;Servicios
63710000;Servicios complementarios para el transporte terrestre;Servicios
63711000;Servicios complementarios para el transporte ferroviario;Servicios
63711100;Servicios de monitorización de trenes;Servicios
63711200;Servicios de talleres móviles;Servicios
63712000;Servicios complementarios para el transporte por carretera;Servicios
63712100;Servicios de estaciones de autobuses;Servicios
63712200;Servicios de explotación de autopistas;Servicios
63712210;Servicios de peaje en autopistas;Servicios
63712300;Servicios de explotación de puentes y túneles;Servicios
63712310;Servicios de operación de puentes;Servicios
63712311;Servicios de peaje en puentes;Servicios
63712320;Servicios de explotación de túneles;Servicios
63712321;Servicios de peaje en túneles;Servicios
63712400;Servicios de estacionamiento;Servicios
63712500;Servicios de puente-báscula;Servicios
63712600;Servicios de repostaje de vehículos;Servicios
63712700;Servicios de control del tráfico;Servicios
63712710;Servicios de monitorización del tráfico;Servicios
63720000;Servicios complementarios para transporte por vías navegables;Servicios
63721000;Servicios de explotación de puertos y vías de navegación y servicios asociados;Servicios
63721100;Servicios de reabastecimiento;Servicios
63721200;Servicios de explotación de puertos;Servicios
63721300;Servicios de explotación de vías de navegación;Servicios
63721400;Servicios de repostaje de buques;Servicios
63721500;Servicios de explotación de terminales de pasajeros;Servicios
63722000;Servicios de pilotaje naval;Servicios
63723000;Servicios de atraque;Servicios
63724000;Servicios de navegación;Servicios
63724100;Servicios de posicionamiento en alta mar;Servicios
63724110;Servicios de posicionamiento de buques faro;Servicios
63724200;Servicios de buques faro;Servicios
63724300;Servicios de posicionamiento de boyas;Servicios
63724310;Servicios de balizado con boyas;Servicios
63724400;Servicios de faro;Servicios
63725000;Servicios de salvamento y puesta a flote;Servicios
63725100;Servicios de salvamento de embarcaciones;Servicios
63725200;Servicios de embarcaciones de socorro;Servicios
63725300;Servicios de puesta a flote de embarcaciones;Servicios
63726000;Servicios varios de soporte al transporte por vías navegables;Servicios
63726100;Servicios de matriculación de embarcaciones;Servicios
63726200;Servicios de rompehielos;Servicios
63726300;Servicios de depósito de barcos;Servicios
63726400;Servicios de fletamento de barcos;Servicios
63726500;Servicios de amarre de embarcaciones;Servicios
63726600;Servicios de explotación de embarcaciones;Servicios
63726610;Servicios de botadura de buques;Servicios
63726620;Servicios de vehículos de control remoto (ROV);Servicios
63726700;Servicios de embarcaciones de pesca;Servicios
63726800;Servicios de barcos de investigación;Servicios
63726900;Servicios de manipulación de anclas;Servicios
63727000;Servicios de embarcaciones de remolque y tracción;Servicios
63727100;Servicios de remolque;Servicios
63727200;Servicios de tracción;Servicios
63730000;Servicios complementarios para el transporte aéreo;Servicios
63731000;Servicios de explotación de aeropuertos;Servicios
63731100;Servicios de coordinación de franjas horarias en los aeropuertos;Servicios
63732000;Servicios de control del tráfico aéreo;Servicios
63733000;Servicios de repostaje de aeronaves;Servicios
63734000;Servicios de hangares;Servicios
64000000;Servicios de correos y telecomunicaciones;Servicios
64100000;Servicios postales y de correo rápido;Servicios
64110000;Servicios postales;Servicios
64111000;Servicios postales relacionados con periódicos y revistas;Servicios
64112000;Servicios postales relacionados con cartas;Servicios
64113000;Servicios postales relacionados con paquetes;Servicios
64114000;Servicios de ventanilla de correos;Servicios
64115000;Alquiler de apartados de correos;Servicios
64116000;Servicios de lista de correos;Servicios
64120000;Servicios de correo rápido;Servicios
64121000;Servicios multimodales de correo;Servicios
64121100;Servicios de distribución postal;Servicios
64121200;Servicios de distribución de paquetes;Servicios
64122000;Servicios de correo interno;Servicios
64200000;Servicios de telecomunicaciones;Servicios
64210000;Servicios telefónicos y de transmisión de datos;Servicios
64211000;Servicios de teléfonos públicos;Servicios
64211100;Servicios de telefonía local;Servicios
64211200;Servicios de telefonía de larga distancia;Servicios
64212000;Servicios de telefonía móvil;Servicios
64212100;Servicios del Servicio de Mensajes Cortos (SMS);Servicios
64212200;Servicios del Servicio de Mensajería Multimedia (EMS);Servicios
64212300;Servicios del Servicio de Mensajes Multimedia (MMS);Servicios
64212400;Servicios del Protocolo de Acceso Inalámbrico (WAP);Servicios
64212500;Servicios del Servicio General de Radio por Paquetes (GPRS);Servicios
64212600;Servicios de Datos Ampliados para la Evolución de GSM (EDGE);Servicios
64212700;Servicios del Sistema Universal de Telefonía Móvil (UMTS);Servicios
64212800;Servicios de proveedor de telefonía de pago;Servicios
64212900;Servicios de proveedor de tarjetas telefónicas de prepago;Servicios
64213000;Servicios de redes telefónicas comerciales compartidas;Servicios
64214000;Servicios de redes telefónicas comerciales especializadas;Servicios
64214100;Servicios de alquiler de circuitos por satélite;Servicios
64214200;Servicios de centralitas telefónicas;Servicios
64214400;Alquiler de líneas terrestres de comunicación;Servicios
64215000;Servicios telefónicos PI;Servicios
64216000;Servicios de mensajería y de información electrónicas;Servicios
64216100;Servicios de mensajería electrónica;Servicios
64216110;Servicios de intercambio electrónico de datos;Servicios
64216120;Servicios de correo electrónico;Servicios
64216130;Servicios de télex;Servicios
64216140;Servicios de telegrafía;Servicios
64216200;Servicios de información electrónica;Servicios
64216210;Servicios de información con valor añadido;Servicios
64216300;Servicios de teletexto;Servicios
64220000;Servicios de telecomunicaciones, excepto servicios telefónicos y de transmisión de datos;Servicios
64221000;Servicios de interconexión;Servicios
64222000;Servicios de teletrabajo;Servicios
64223000;Servicios de radiobúsqueda;Servicios
64224000;Servicios de teleconferencia;Servicios
64225000;Servicios de telecomunicaciones aire-tierra;Servicios
64226000;Servicios de telemática;Servicios
64227000;Servicios de telecomunicaciones integradas;Servicios
64228000;Servicios de transmisión de programas de televisión y de radio;Servicios
64228100;Servicios de transmisión de programas de televisión;Servicios
64228200;Servicios de transmisión de programas de radio;Servicios
65000000;Servicios públicos;Servicios
65100000;Distribución de agua y servicios conexos;Servicios
65110000;Distribución de agua;Servicios
65111000;Distribución de agua potable;Servicios
65120000;Explotación de una planta depuradora de agua;Servicios
65121000;Servicios de desmineralización del agua;Servicios
65122000;Servicios de desalinización del agua;Servicios
65123000;Servicios de ablandamiento del agua;Servicios
65130000;Explotación del suministro de agua;Servicios
65200000;Distribución de gas y servicios conexos;Servicios
65210000;Distribución de gas;Servicios
65300000;Distribución de electricidad y servicios conexos;Servicios
65310000;Distribución de electricidad;Servicios
65320000;Explotación de instalaciones eléctricas;Servicios
65400000;Otras fuentes de aprovisionamiento y distribución de energía;Servicios
65410000;Explotación de una central eléctrica;Servicios
65500000;Servicio de lectura de contadores;Servicios
66000000;Servicios financieros y de seguros;Servicios
66100000;Servicios bancarios y de inversión;Servicios
66110000;Servicios bancarios;Servicios
66111000;Servicios prestados por los bancos centrales;Servicios
66112000;Servicios de depósito de fondos;Servicios
66113000;Servicios de concesión de crédito;Servicios
66113100;Servicios de concesión de microcréditos;Servicios
66114000;Servicios de arrendamiento financiero;Servicios
66115000;Servicios de transferencias internacionales;Servicios
66120000;Servicios bancarios de inversiones y servicios relacionados;Servicios
66121000;Servicios de fusiones y adquisiciones;Servicios
66122000;Servicios de financiación de empresas y de capital riesgo;Servicios
66130000;Servicios de corretaje y servicios relativos a valores y mercancías;Servicios
66131000;Servicios de corretaje de valores;Servicios
66131100;Servicios de inversión en los fondos de jubilaciones;Servicios
66132000;Servicios de corretaje de mercancías;Servicios
66133000;Servicios de tramitación y liquidación;Servicios
66140000;Servicios de gestión de cartera;Servicios
66141000;Servicios de gestión de fondos de pensiones;Servicios
66150000;Servicios de administración de los mercados financieros;Servicios
66151000;Servicios operativos del mercado financiero;Servicios
66151100;Servicios de venta minorista electrónica;Servicios
66152000;Servicios de regulación del mercado financiero;Servicios
66160000;Servicios fiduciarios y de custodia;Servicios
66161000;Servicios fiduciarios;Servicios
66162000;Servicios de custodia;Servicios
66170000;Servicios de asesoramiento financiero, de procesamiento de transacciones financieras y de cámara de compensación;Servicios
66171000;Servicios de asesoramiento financiero;Servicios
66172000;Servicios de procesamiento de transacciones financieras y de cámara de compensación;Servicios
66180000;Servicios de cambio de divisas;Servicios
66190000;Servicios de corretaje de préstamos;Servicios
66500000;Servicios de seguros y pensiones;Servicios
66510000;Servicios de seguros;Servicios
66511000;Servicios de seguros de vida;Servicios
66512000;Servicios de seguros de accidentes y de enfermedad;Servicios
66512100;Servicios de seguros de accidentes;Servicios
66512200;Servicios de seguros de asistencia médica;Servicios
66512210;Servicios de seguro voluntario de asistencia médica;Servicios
66512220;Servicios de seguros médicos;Servicios
66513000;Servicios de seguros de defensa jurídica y de seguros a todo riesgo;Servicios
66513100;Servicios de seguros de defensa jurídica;Servicios
66513200;Servicios de seguros de todo riesgo para la construcción;Servicios
66514000;Seguros de flete y servicios de seguros relacionados con el transporte;Servicios
66514100;Seguros relacionados con el transporte;Servicios
66514110;Servicios de seguros de automóviles;Servicios
66514120;Servicios de seguro marítimo, de aviación y de transportes de otro tipo;Servicios
66514130;Servicios de seguros de ferrocarril;Servicios
66514140;Servicios de seguros de aeronaves;Servicios
66514150;Servicios de seguros de embarcaciones;Servicios
66514200;Servicios de seguros de fletes;Servicios
66515000;Servicios de seguros de daños;Servicios
66515100;Servicios de seguros de incendio;Servicios
66515200;Servicios de seguros de cosas;Servicios
66515300;Servicios de seguros contra inclemencias del tiempo y pérdida financiera;Servicios
66515400;Servicios de seguros contra las inclemencias del tiempo;Servicios
66515410;Servicios de seguros contra pérdidas financieras;Servicios
66515411;Servicios de seguros de pérdida pecuniaria;Servicios
66516000;Servicios de seguros de responsabilidad civil;Servicios
66516100;Servicios de seguros de responsabilidad civil de automóviles;Servicios
66516200;Servicios de seguros de responsabilidad civil de aeronaves;Servicios
66516300;Servicios de seguros de responsabilidad civil de embarcaciones;Servicios
66516400;Servicios de seguros de responsabilidad civil general;Servicios
66516500;Servicios de seguros de responsabilidad profesional;Servicios
66517000;Servicios de seguros de crédito y caución;Servicios
66517100;Servicios de seguros de crédito;Servicios
66517200;Servicios de seguros de caución;Servicios
66517300;Servicios de seguros de administración de riesgos;Servicios
66518000;Servicios de corretaje y de agencias de seguros;Servicios
66518100;Servicios de corretaje de seguros;Servicios
66518200;Servicios de compañías de seguros;Servicios
66518300;Servicios de peritaje de daños;Servicios
66519000;Servicios de seguros de ingeniería, complementarios, de liquidación de avería gruesa, de liquidación de siniestros, actuariales y de rescates;Servicios
66519100;Servicios de seguros de plataformas de petróleo o de gas;Servicios
66519200;Servicios de seguros de ingeniería;Servicios
66519300;Servicios de seguros complementarios;Servicios
66519310;Servicios de asesoramiento en materia de seguros;Servicios
66519400;Servicios de liquidación de avería gruesa;Servicios
66519500;Servicios de liquidación de siniestros;Servicios
66519600;Servicios actuariales;Servicios
66519700;Servicios de gestión de rescates;Servicios
66520000;Servicios de pensiones;Servicios
66521000;Servicios de planes de pensiones individuales;Servicios
66522000;Servicios de pensiones de grupo;Servicios
66523000;Servicios de asesoramiento sobre fondos de pensiones;Servicios
66523100;Servicios de administración de fondos de pensiones;Servicios
66600000;Servicios de tesorería;Servicios
66700000;Servicios de reaseguro;Servicios
66710000;Servicios de reaseguro de vida;Servicios
66720000;Servicios de reaseguro de accidente y enfermedad;Servicios
70000000;Servicios inmobiliarios;Servicios
70100000;Servicios inmobiliarios relacionados con bienes raíces propios;Servicios
70110000;Servicios de promoción de bienes raíces;Servicios
70111000;Promoción de bienes raíces residenciales;Servicios
70112000;Promoción de bienes raíces no residenciales;Servicios
70120000;Compraventa de bienes raíces;Servicios
70121000;Servicios de compra o venta de edificios;Servicios
70121100;Servicios de venta de edificios;Servicios
70121200;Servicios de compra de edificios;Servicios
70122000;Servicios de compra o venta de terrenos;Servicios
70122100;Servicios de venta de terrenos;Servicios
